ophys_experiment_id,behavior_session_id,ophys_session_id,ophys_container_id,mouse_id,indicator,full_genotype,driver_line,cre_line,reporter_line,sex,age_in_days,imaging_depth,targeted_structure,targeted_imaging_depth,imaging_plane_group,project_code,session_type,session_number,image_set,behavior_type,passive,experience_level,prior_exposures_to_session_type,prior_exposures_to_image_set,prior_exposures_to_omissions,date_of_acquisition,equipment_name,published_at,isi_experiment_id,file_id
977132456,976623704,976354690,968451510,479426,GCaMP6s,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai94(TITL-GCaMP6s)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai94(TITL-GCaMP6s),F,147,175,VISp,175,,VisualBehavior,OPHYS_6_images_B,6,B,active_behavior,FALSE,Novel >1,1,2,7,43774.38013,CAM2P.5,25-03-21 0:00,926756680,524
977937585,977429735,977285599,968451510,479426,GCaMP6s,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai94(TITL-GCaMP6s)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai94(TITL-GCaMP6s),F,148,175,VISp,175,,VisualBehavior,OPHYS_5_images_B_passive,5,B,passive_viewing,TRUE,Novel >1,0,3,8,43775.36826,CAM2P.5,25-03-21 0:00,926756680,525
946476556,946065801,945889501,939523510,457766,GCaMP6s,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai94(TITL-GCaMP6s)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai94(TITL-GCaMP6s),M,199,175,VISp,175,,VisualBehavior,OPHYS_1_images_A,1,A,active_behavior,FALSE,Familiar,2,60,2,43721.51708,CAM2P.3,25-03-21 0:00,856448219,526
947724724,947329225,947174352,939523510,457766,GCaMP6s,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai94(TITL-GCaMP6s)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai94(TITL-GCaMP6s),M,202,175,VISp,175,,VisualBehavior,OPHYS_1_images_A,1,A,active_behavior,FALSE,Familiar,3,61,3,43724.51157,CAM2P.3,25-03-21 0:00,856448219,527
948514870,948268536,948188768,939523510,457766,GCaMP6s,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai94(TITL-GCaMP6s)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai94(TITL-GCaMP6s),M,203,175,VISp,175,,VisualBehavior,OPHYS_1_images_A,1,A,active_behavior,FALSE,Familiar,4,62,4,43725.5079,CAM2P.3,25-03-21 0:00,856448219,528
949637002,949404352,949356610,939523510,457766,GCaMP6s,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai94(TITL-GCaMP6s)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai94(TITL-GCaMP6s),M,204,175,VISp,175,,VisualBehavior,OPHYS_1_images_A,1,A,active_behavior,FALSE,Familiar,5,63,5,43726.54649,CAM2P.3,25-03-21 0:00,856448219,529
950852107,950265106,949999044,939523510,457766,GCaMP6s,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai94(TITL-GCaMP6s)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai94(TITL-GCaMP6s),M,205,175,VISp,175,,VisualBehavior,OPHYS_2_images_A_passive,2,A,passive_viewing,TRUE,Familiar,0,64,6,43727.54587,CAM2P.3,25-03-21 0:00,856448219,530
951932454,951662735,951556788,939523510,457766,GCaMP6s,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai94(TITL-GCaMP6s)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai94(TITL-GCaMP6s),M,206,175,VISp,175,,VisualBehavior,OPHYS_3_images_A,3,A,active_behavior,FALSE,Familiar,0,65,7,43728.50649,CAM2P.3,25-03-21 0:00,856448219,531
953452368,952837870,952690419,939523510,457766,GCaMP6s,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai94(TITL-GCaMP6s)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai94(TITL-GCaMP6s),M,209,175,VISp,175,,VisualBehavior,OPHYS_3_images_A,3,A,active_behavior,FALSE,Familiar,1,66,8,43731.47043,CAM2P.3,25-03-21 0:00,856448219,532
955278565,954963038,954800562,939523510,457766,GCaMP6s,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai94(TITL-GCaMP6s)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai94(TITL-GCaMP6s),M,211,175,VISp,175,,VisualBehavior,OPHYS_3_images_A,3,A,active_behavior,FALSE,Familiar,3,68,10,43733.48637,CAM2P.3,25-03-21 0:00,856448219,533
956820482,956269097,956121729,939523510,457766,GCaMP6s,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai94(TITL-GCaMP6s)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai94(TITL-GCaMP6s),M,212,175,VISp,175,,VisualBehavior,OPHYS_4_images_B,4,B,active_behavior,FALSE,Novel 1,0,0,11,43734.49165,CAM2P.3,25-03-21 0:00,856448219,534
957655294,957387951,957247123,939523510,457766,GCaMP6s,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai94(TITL-GCaMP6s)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai94(TITL-GCaMP6s),M,213,175,VISp,175,,VisualBehavior,OPHYS_6_images_B,6,B,active_behavior,FALSE,Novel >1,0,1,12,43735.52817,CAM2P.3,25-03-21 0:00,856448219,535
958681110,958558087,958462458,939523510,457766,GCaMP6s,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai94(TITL-GCaMP6s)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai94(TITL-GCaMP6s),M,216,175,VISp,175,,VisualBehavior,OPHYS_5_images_B_passive,5,B,passive_viewing,TRUE,Novel >1,0,2,13,43738.5578,CAM2P.3,25-03-21 0:00,856448219,536
889772922,889388078,889235128,902748650,456917,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),F,117,375,VISp,375,,VisualBehavior,OPHYS_1_images_A,1,A,active_behavior,FALSE,Familiar,0,18,0,43634.48143,CAM2P.3,25-03-21 0:00,855685080,537
891054695,890625596,890362408,902748650,456917,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),F,118,375,VISp,375,,VisualBehavior,OPHYS_2_images_A_passive,2,A,passive_viewing,TRUE,Familiar,0,19,1,43635.57676,CAM2P.3,25-03-21 0:00,855685080,538
891996193,891605682,891465652,902748650,456917,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),F,119,375,VISp,375,,VisualBehavior,OPHYS_3_images_A,3,A,active_behavior,FALSE,Familiar,0,20,2,43636.45283,CAM2P.3,25-03-21 0:00,855685080,539
892805315,892526544,892423647,902748650,456917,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),F,120,375,VISp,375,,VisualBehavior,OPHYS_4_images_B,4,B,active_behavior,FALSE,Novel 1,0,0,3,43637.46368,CAM2P.3,25-03-21 0:00,855685080,540
893831526,893488330,893413336,902748650,456917,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),F,123,375,VISp,375,,VisualBehavior,OPHYS_5_images_B_passive,5,B,passive_viewing,TRUE,Novel >1,0,1,4,43640.5057,CAM2P.3,25-03-21 0:00,855685080,541
894726001,894368064,894204946,902748650,456917,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),F,124,375,VISp,375,,VisualBehavior,OPHYS_6_images_B,6,B,active_behavior,FALSE,Novel >1,0,2,5,43641.46994,CAM2P.3,25-03-21 0:00,855685080,542
1007107386,1006931469,1006901110,1006071814,495789,GCaMP6f,Sst-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,['Sst-IRES-Cre'],Sst-IRES-Cre,Ai148(TIT2L-GC6f-ICL-tTA2),M,155,275,VISp,275,,VisualBehavior,OPHYS_1_images_A,1,A,active_behavior,FALSE,Familiar,0,9,0,43874.40029,CAM2P.3,25-03-21 0:00,985894742,549
1007372463,1007247990,1007216425,1006071814,495789,GCaMP6f,Sst-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,['Sst-IRES-Cre'],Sst-IRES-Cre,Ai148(TIT2L-GC6f-ICL-tTA2),M,156,275,VISp,275,,VisualBehavior,OPHYS_3_images_A,3,A,active_behavior,FALSE,Familiar,0,10,1,43875.3797,CAM2P.3,25-03-21 0:00,985894742,550
1007929142,1007744712,1007733253,1006071814,495789,GCaMP6f,Sst-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,['Sst-IRES-Cre'],Sst-IRES-Cre,Ai148(TIT2L-GC6f-ICL-tTA2),M,159,275,VISp,275,,VisualBehavior,OPHYS_2_images_A_passive,2,A,passive_viewing,TRUE,Familiar,0,11,2,43878.37889,CAM2P.3,25-03-21 0:00,985894742,551
1008318518,1008030870,1008005573,1006071814,495789,GCaMP6f,Sst-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,['Sst-IRES-Cre'],Sst-IRES-Cre,Ai148(TIT2L-GC6f-ICL-tTA2),M,160,275,VISp,275,,VisualBehavior,OPHYS_4_images_B,4,B,active_behavior,FALSE,Novel 1,0,0,3,43879.38267,CAM2P.3,25-03-21 0:00,985894742,552
1008738092,1008535747,1008486447,1006071814,495789,GCaMP6f,Sst-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,['Sst-IRES-Cre'],Sst-IRES-Cre,Ai148(TIT2L-GC6f-ICL-tTA2),M,161,275,VISp,275,,VisualBehavior,OPHYS_5_images_B_passive,5,B,passive_viewing,TRUE,Novel >1,0,1,4,43880.38364,CAM2P.3,25-03-21 0:00,985894742,553
1009114207,1008881178,1008813715,1006071814,495789,GCaMP6f,Sst-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,['Sst-IRES-Cre'],Sst-IRES-Cre,Ai148(TIT2L-GC6f-ICL-tTA2),M,162,275,VISp,275,,VisualBehavior,OPHYS_6_images_B,6,B,active_behavior,FALSE,Novel >1,0,2,5,43881.37289,CAM2P.3,25-03-21 0:00,985894742,554
1081536273,1081479282,1081459617,1080284671,546819,GCaMP6f,Sst-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,['Sst-IRES-Cre'],Sst-IRES-Cre,Ai148(TIT2L-GC6f-ICL-tTA2),M,182,275,VISp,275,,VisualBehavior,OPHYS_1_images_A,1,A,active_behavior,FALSE,Familiar,0,26,0,44231.62501,CAM2P.3,12-08-21 0:00,1056468289,733
1081832027,1081773193,1081735242,1080284671,546819,GCaMP6f,Sst-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,['Sst-IRES-Cre'],Sst-IRES-Cre,Ai148(TIT2L-GC6f-ICL-tTA2),M,183,275,VISp,275,,VisualBehavior,OPHYS_2_images_A_passive,2,A,passive_viewing,TRUE,Familiar,0,27,1,44232.61103,CAM2P.3,12-08-21 0:00,1056468289,734
1082414357,1082339563,1082325825,1080284671,546819,GCaMP6f,Sst-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,['Sst-IRES-Cre'],Sst-IRES-Cre,Ai148(TIT2L-GC6f-ICL-tTA2),M,186,275,VISp,275,,VisualBehavior,OPHYS_3_images_A,3,A,active_behavior,FALSE,Familiar,0,28,2,44235.60682,CAM2P.3,12-08-21 0:00,1056468289,735
1082818566,1082762804,1082748382,1080284671,546819,GCaMP6f,Sst-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,['Sst-IRES-Cre'],Sst-IRES-Cre,Ai148(TIT2L-GC6f-ICL-tTA2),M,187,275,VISp,275,,VisualBehavior,OPHYS_3_images_A,3,A,active_behavior,FALSE,Familiar,1,29,3,44236.59597,CAM2P.3,12-08-21 0:00,1056468289,736
1083070132,1083001647,1082988691,1080284671,546819,GCaMP6f,Sst-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,['Sst-IRES-Cre'],Sst-IRES-Cre,Ai148(TIT2L-GC6f-ICL-tTA2),M,188,275,VISp,275,,VisualBehavior,OPHYS_4_images_B,4,B,active_behavior,FALSE,Novel 1,0,0,4,44237.53707,CAM2P.3,12-08-21 0:00,1056468289,737
1083519876,1083458354,1083433752,1080284671,546819,GCaMP6f,Sst-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,['Sst-IRES-Cre'],Sst-IRES-Cre,Ai148(TIT2L-GC6f-ICL-tTA2),M,190,275,VISp,275,,VisualBehavior,OPHYS_5_images_B_passive,5,B,passive_viewing,TRUE,Novel >1,1,2,6,44239.51385,CAM2P.3,12-08-21 0:00,1056468289,738
1084305603,1084262448,1084241786,1080284671,546819,GCaMP6f,Sst-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,['Sst-IRES-Cre'],Sst-IRES-Cre,Ai148(TIT2L-GC6f-ICL-tTA2),M,194,275,VISp,275,,VisualBehavior,OPHYS_6_images_B,6,B,active_behavior,FALSE,Novel >1,0,3,7,44243.58778,CAM2P.3,12-08-21 0:00,1056468289,739
889771676,889175194,888940531,890047007,456916,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),F,117,175,VISp,175,,VisualBehavior,OPHYS_1_images_A,1,A,active_behavior,FALSE,Familiar,0,13,0,43634.38749,CAM2P.5,25-03-21 0:00,855988827,815
891052180,890033129,889918231,890047007,456916,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),F,118,175,VISp,175,,VisualBehavior,OPHYS_2_images_A_passive,2,A,passive_viewing,TRUE,Familiar,0,14,1,43635.38903,CAM2P.5,25-03-21 0:00,855988827,816
891994418,891446789,891193996,890047007,456916,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),F,119,175,VISp,175,,VisualBehavior,OPHYS_3_images_A,3,A,active_behavior,FALSE,Familiar,0,15,2,43636.37201,CAM2P.5,25-03-21 0:00,855988827,817
892799212,892387261,892217026,890047007,456916,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),F,120,175,VISp,175,,VisualBehavior,OPHYS_4_images_B,4,B,active_behavior,FALSE,Novel 1,0,0,3,43637.37722,CAM2P.5,25-03-21 0:00,855988827,818
894727297,894083470,893937838,890047007,456916,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),F,124,175,VISp,175,,VisualBehavior,OPHYS_6_images_B,6,B,active_behavior,FALSE,Novel >1,0,2,5,43641.37556,CAM2P.5,25-03-21 0:00,855988827,819
898747791,898440124,898295293,890047007,456916,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),F,130,175,VISp,175,,VisualBehavior,OPHYS_5_images_B_passive,5,B,passive_viewing,TRUE,Novel >1,1,3,7,43647.37827,CAM2P.5,25-03-21 0:00,855988827,820
822024770,821521826,821471625,803516615,423606,GCaMP6s,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai94(TITL-GCaMP6s)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai94(TITL-GCaMP6s),M,150,175,VISp,175,,VisualBehavior,OPHYS_1_images_A,1,A,active_behavior,FALSE,Familiar,3,20,14,43508.38289,CAM2P.3,25-03-21 0:00,774563995,894
822641265,822249041,822081744,803516615,423606,GCaMP6s,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai94(TITL-GCaMP6s)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai94(TITL-GCaMP6s),M,151,175,VISp,175,,VisualBehavior,OPHYS_2_images_A_passive,2,A,passive_viewing,TRUE,Familiar,1,21,15,43509.39173,CAM2P.3,25-03-21 0:00,774563995,895
823392290,822995693,822734832,803516615,423606,GCaMP6s,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai94(TITL-GCaMP6s)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai94(TITL-GCaMP6s),M,152,175,VISp,175,,VisualBehavior,OPHYS_3_images_A,3,A,active_behavior,FALSE,Familiar,1,22,16,43510.4001,CAM2P.3,25-03-21 0:00,774563995,896
825120601,824625446,824433631,803516615,423606,GCaMP6s,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai94(TITL-GCaMP6s)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai94(TITL-GCaMP6s),M,156,175,VISp,175,,VisualBehavior,OPHYS_4_images_B,4,B,active_behavior,FALSE,Novel >1,1,5,17,43514.3725,CAM2P.3,25-03-21 0:00,774563995,897
825623170,825235376,825182159,803516615,423606,GCaMP6s,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai94(TITL-GCaMP6s)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai94(TITL-GCaMP6s),M,157,175,VISp,175,,VisualBehavior,OPHYS_5_images_B_passive,5,B,passive_viewing,TRUE,Novel >1,1,6,18,43515.35567,CAM2P.3,25-03-21 0:00,774563995,898
826585773,825801398,825682144,803516615,423606,GCaMP6s,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai94(TITL-GCaMP6s)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai94(TITL-GCaMP6s),M,158,175,VISp,175,,VisualBehavior,OPHYS_6_images_B,6,B,active_behavior,FALSE,Novel >1,3,7,19,43516.3512,CAM2P.3,25-03-21 0:00,774563995,899
1042387068,1042294199,1042249629,1039579201,524274,GCaMP6f,Sst-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,['Sst-IRES-Cre'],Sst-IRES-Cre,Ai148(TIT2L-GC6f-ICL-tTA2),M,146,275,VISp,275,,VisualBehavior,OPHYS_1_images_A,1,A,active_behavior,FALSE,Familiar,0,27,0,44054.47127,CAM2P.4,25-03-21 0:00,1027448106,900
1042639868,1042542860,1042505240,1039579201,524274,GCaMP6f,Sst-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,['Sst-IRES-Cre'],Sst-IRES-Cre,Ai148(TIT2L-GC6f-ICL-tTA2),M,147,275,VISp,275,,VisualBehavior,OPHYS_1_images_A,1,A,active_behavior,FALSE,Familiar,1,28,1,44055.43684,CAM2P.4,25-03-21 0:00,1027448106,901
1043218895,1043099283,1043063803,1039579201,524274,GCaMP6f,Sst-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,['Sst-IRES-Cre'],Sst-IRES-Cre,Ai148(TIT2L-GC6f-ICL-tTA2),M,149,275,VISp,275,,VisualBehavior,OPHYS_2_images_A_passive,2,A,passive_viewing,TRUE,Familiar,1,30,3,44057.46814,CAM2P.4,25-03-21 0:00,1027448106,902
1043831389,1043786075,1043752192,1039579201,524274,GCaMP6f,Sst-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,['Sst-IRES-Cre'],Sst-IRES-Cre,Ai148(TIT2L-GC6f-ICL-tTA2),M,152,275,VISp,275,,VisualBehavior,OPHYS_3_images_A,3,A,active_behavior,FALSE,Familiar,0,31,4,44060.6246,CAM2P.4,25-03-21 0:00,1027448106,903
